,1,2,3,5,10
1,0.03200698212036227,0.033259192633249994,0.03401067368663719,0.03525531088235727,0.038427023444880325
5,0.03927284797576572,0.040073669021835685,0.04007046388311049,0.041091152993997425,0.04362922858791564
10,0.04217917605375291,0.043105390233368686,0.04408658622433282,0.046238435966763414,0.05343386158415646
