Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,46.730000,47.439999,46.450001,46.450001,43.266247,21552500
2015-01-02,46.660000,47.419998,46.540001,46.759998,43.555000,27913900
2015-01-05,46.369999,46.730000,46.250000,46.330002,43.154472,39673900
2015-01-06,46.380001,46.750000,45.540001,45.650002,42.521076,36447900
2015-01-07,45.980000,46.459999,45.490002,46.230000,43.061325,29114100
2015-01-08,46.750000,47.750000,46.720001,47.590000,44.328106,29645200
2015-01-09,47.610001,47.820000,46.900002,47.189999,43.955528,23942800
2015-01-12,47.419998,47.540001,46.360001,46.599998,43.405960,23651900
2015-01-13,46.970001,47.910000,46.060001,46.360001,43.182419,35270600
2015-01-14,45.959999,46.240002,45.619999,45.959999,42.809830,29719600
2015-01-15,46.220001,46.380001,45.410000,45.480000,42.362728,32750800
2015-01-16,45.310001,46.279999,45.169998,46.240002,43.070637,35695300
2015-01-20,46.299999,46.650002,45.570000,46.389999,43.210358,36041400
2015-01-21,45.939999,46.139999,45.480000,45.919998,42.772564,39081100
2015-01-22,46.380001,47.139999,46.080002,47.130001,43.899639,35898000
2015-01-23,47.360001,47.389999,46.799999,47.180000,43.946213,26047800
2015-01-26,47.000000,47.130001,46.240002,47.009998,43.787861,42525500
2015-01-27,42.950001,43.200001,42.110001,42.660000,39.736023,169164000
2015-01-28,42.740002,42.790001,41.160000,41.189999,38.366768,84507100
2015-01-29,40.930000,42.119999,40.790001,42.009998,39.130566,63585300
2015-01-30,41.549999,41.580002,40.349998,40.400002,37.630920,78004900
2015-02-02,40.590000,41.369999,40.230000,41.279999,38.450603,50352500
2015-02-03,41.630001,41.930000,41.049999,41.599998,38.748669,51890200
2015-02-04,41.939999,42.209999,41.360001,41.840000,38.972233,41614800
2015-02-05,42.220001,42.639999,41.860001,42.450001,39.540409,36548200
2015-02-06,42.680000,42.790001,42.150002,42.410000,39.503155,34311700
2015-02-09,42.240002,42.740002,42.209999,42.360001,39.456585,31381100
2015-02-10,42.740002,42.770000,42.180000,42.599998,39.680126,29670700
2015-02-11,42.650002,42.650002,42.209999,42.380001,39.475208,38262500
2015-02-12,42.660000,43.090000,42.509998,43.090000,40.136551,33268800
2015-02-13,43.380001,43.869999,43.150002,43.869999,40.863087,40264900
2015-02-17,43.970001,44.000000,43.189999,43.580002,40.881844,33695700
2015-02-18,43.630001,43.700001,43.389999,43.529999,40.834942,27074900
2015-02-19,43.180000,43.529999,43.049999,43.500000,40.806797,27603400
2015-02-20,43.509998,43.880001,43.290001,43.860001,41.144508,29721100
2015-02-23,43.700001,44.189999,43.650002,44.150002,41.416557,32518800
2015-02-24,44.150002,44.299999,43.919998,44.090000,41.360271,25253000
2015-02-25,43.950001,44.090000,43.799999,43.990002,41.266464,29759800
2015-02-26,43.990002,44.230000,43.889999,44.060001,41.332130,28957300
2015-02-27,44.130001,44.200001,43.660000,43.849998,41.135124,33807700
2015-03-02,43.669998,44.189999,43.549999,43.880001,41.163273,31924000
2015-03-03,43.560001,43.830002,43.090000,43.279999,40.600418,31748600
2015-03-04,43.009998,43.209999,42.880001,43.060001,40.394043,25705800
2015-03-05,43.070000,43.240002,42.820000,43.110001,40.440945,23193500
2015-03-06,43.000000,43.110001,42.150002,42.360001,39.737381,36248800
2015-03-09,42.189999,43.130001,42.189999,42.849998,40.197037,32108000
2015-03-10,42.349998,42.709999,42.029999,42.029999,39.427807,38506100
2015-03-11,42.310001,42.369999,41.840000,41.980000,39.380898,32215300
2015-03-12,41.330002,41.650002,40.860001,41.020000,38.480343,59992500
2015-03-13,40.700001,41.470001,40.610001,41.380001,38.818050,58007700
2015-03-16,41.470001,41.639999,41.279999,41.560001,38.986904,35273500
2015-03-17,41.369999,41.830002,41.150002,41.700001,39.118240,31587200
2015-03-18,41.430000,42.830002,41.330002,42.500000,39.868710,43971800
2015-03-19,42.259998,42.590000,42.220001,42.290001,39.671715,33879100
2015-03-20,42.560001,42.980000,42.490002,42.880001,40.225189,71904500
2015-03-23,42.880001,43.130001,42.779999,42.860001,40.206421,26049000
2015-03-24,42.779999,43.169998,42.750000,42.900002,40.243950,25513300
2015-03-25,42.919998,42.930000,41.439999,41.459999,38.893097,43469900
2015-03-26,41.220001,41.610001,40.919998,41.209999,38.658577,37495600
2015-03-27,41.119999,41.430000,40.830002,40.970001,38.433437,33820300
2015-03-30,41.099998,41.540001,40.910000,40.959999,38.424053,35049700
2015-03-31,40.779999,41.029999,40.540001,40.660000,38.142635,34887200
2015-04-01,40.599998,40.759998,40.310001,40.720001,38.198917,36752000
2015-04-02,40.660000,40.740002,40.119999,40.290001,37.795536,37487500
2015-04-06,40.340000,41.779999,40.180000,41.549999,38.977528,39223700
2015-04-07,41.610001,41.910000,41.310001,41.529999,38.958767,28809400
2015-04-08,41.459999,41.689999,41.040001,41.419998,38.855576,24753400
2015-04-09,41.250000,41.619999,41.250000,41.480000,38.911869,25723900
2015-04-10,41.630001,41.950001,41.410000,41.720001,39.137005,28022000
2015-04-13,41.400002,42.060001,41.389999,41.759998,39.174526,30276700
2015-04-14,41.799999,42.029999,41.389999,41.650002,39.071331,24078000
2015-04-15,41.759998,42.459999,41.680000,42.259998,39.643566,27343600
2015-04-16,41.950001,42.340000,41.820000,42.160000,39.549763,22509700
2015-04-17,41.669998,41.740002,41.160000,41.619999,39.043194,42387600
2015-04-20,41.730000,43.169998,41.680000,42.910000,40.253326,45738800
2015-04-21,43.000000,43.150002,42.529999,42.639999,40.000038,26013800
2015-04-22,42.669998,43.130001,42.549999,42.990002,40.328373,25064300
2015-04-23,42.889999,43.610001,42.799999,43.340000,40.656704,46309500
2015-04-24,45.660000,48.139999,45.650002,47.869999,44.906242,130933700
2015-04-27,47.230000,48.130001,47.220001,48.029999,45.056332,59248200
2015-04-28,47.779999,49.209999,47.700001,49.160000,46.116375,60730800
2015-04-29,48.720001,49.310001,48.500000,49.060001,46.022568,47804600
2015-04-30,48.700001,49.540001,48.599998,48.639999,45.628563,64725500
2015-05-01,48.580002,48.880001,48.400002,48.660000,45.647331,38937300
2015-05-04,48.369999,48.869999,48.180000,48.240002,45.253326,34039500
2015-05-05,47.820000,48.160000,47.310001,47.599998,44.652954,50369200
2015-05-06,47.570000,47.770000,46.020000,46.279999,43.414684,52433000
2015-05-07,46.270000,47.090000,46.160000,46.700001,43.808681,32971700
2015-05-08,47.549999,47.980000,47.520000,47.750000,44.793667,35364900
2015-05-11,47.549999,47.910000,47.369999,47.369999,44.437195,24609400
2015-05-12,46.849998,47.680000,46.419998,47.349998,44.418427,29928300
2015-05-13,48.189999,48.320000,47.570000,47.630001,44.681099,34184600
2015-05-14,48.029999,48.820000,48.029999,48.720001,45.703613,32980900
2015-05-15,48.869999,48.910000,48.049999,48.299999,45.309616,28642700
2015-05-18,47.980000,48.220001,47.610001,48.009998,45.037567,23631000
2015-05-19,47.560001,47.810001,47.180000,47.580002,44.924271,28574800
2015-05-20,47.389999,47.930000,47.270000,47.580002,44.924271,25047900
2015-05-21,47.279999,47.599998,47.009998,47.419998,44.773201,22410700
2015-05-22,47.299999,47.349998,46.820000,46.900002,44.282227,25720600
2015-05-26,46.830002,46.880001,46.189999,46.590000,43.989521,29581900
2015-05-27,46.820000,47.770000,46.619999,47.610001,44.952595,27335600
2015-05-28,47.500000,48.020000,47.389999,47.450001,44.801529,19283700
2015-05-29,47.430000,47.570000,46.590000,46.860001,44.244453,35428100
2015-06-01,47.060001,47.770000,46.619999,47.230000,44.593803,28837300
2015-06-02,46.930000,47.349998,46.619999,46.919998,44.301109,21283400
2015-06-03,47.369999,47.740002,46.820000,46.849998,44.235012,28002200
